"Step","version_2 - GP","version_2 - GP__MIN","version_2 - GP__MAX","version_2 - D","version_2 - D__MIN","version_2 - D__MAX","version_2 - G","version_2 - G__MIN","version_2 - G__MAX"
"113","-6.7666192054748535","-6.7666192054748535","-6.7666192054748535","-7.14849853515625","-7.14849853515625","-7.14849853515625","-68.94740295410156","-68.94740295410156","-68.94740295410156"
"115","-6.078066825866699","-6.078066825866699","-6.078066825866699","-6.597482681274414","-6.597482681274414","-6.597482681274414","-27.268770217895508","-27.268770217895508","-27.268770217895508"
"116","-5.830662369728088","-5.830662369728088","-5.830662369728088","-7.321872711181641","-7.321872711181641","-7.321872711181641","97.40187072753906","97.40187072753906","97.40187072753906"
"117","-7.5675435066223145","-7.5675435066223145","-7.5675435066223145","-8.311065673828125","-8.311065673828125","-8.311065673828125","-6.515403747558594","-6.515403747558594","-6.515403747558594"
"119","3.6873302459716797","3.6873302459716797","3.6873302459716797","-2.441310405731201","-2.441310405731201","-2.441310405731201","118.0270004272461","118.0270004272461","118.0270004272461"
"123","-3.707504987716675","-3.707504987716675","-3.707504987716675","-4.600748062133789","-4.600748062133789","-4.600748062133789","-230.54501342773438","-230.54501342773438","-230.54501342773438"
"124","4.073956727981567","4.073956727981567","4.073956727981567","-0.16026687622070312","-0.16026687622070312","-0.16026687622070312","86.58934020996094","86.58934020996094","86.58934020996094"
"125","-9.243770360946655","-9.243770360946655","-9.243770360946655","-9.621292114257812","-9.621292114257812","-9.621292114257812","136.4818878173828","136.4818878173828","136.4818878173828"
"131","1.2081780433654785","1.2081780433654785","1.2081780433654785","-1.9052963256835938","-1.9052963256835938","-1.9052963256835938","-33.067054748535156","-33.067054748535156","-33.067054748535156"
"133","-1.1113247871398926","-1.1113247871398926","-1.1113247871398926","-2.196117401123047","-2.196117401123047","-2.196117401123047","-58.42643356323242","-58.42643356323242","-58.42643356323242"
"134","-5.092177391052246","-5.092177391052246","-5.092177391052246","-6.488666534423828","-6.488666534423828","-6.488666534423828","-5.203092575073242","-5.203092575073242","-5.203092575073242"
"136","-4.3431642055511475","-4.3431642055511475","-4.3431642055511475","-7.1023149490356445","-7.1023149490356445","-7.1023149490356445","57.18617248535156","57.18617248535156","57.18617248535156"
"137","-4.11344850063324","-4.11344850063324","-4.11344850063324","-4.41420841217041","-4.41420841217041","-4.41420841217041","33.81451416015625","33.81451416015625","33.81451416015625"
"138","-7.209399700164795","-7.209399700164795","-7.209399700164795","-7.910750389099121","-7.910750389099121","-7.910750389099121","-6.878705978393555","-6.878705978393555","-6.878705978393555"
"139","-4.588474988937378","-4.588474988937378","-4.588474988937378","-5.8085527420043945","-5.8085527420043945","-5.8085527420043945","60.01934051513672","60.01934051513672","60.01934051513672"
"140","-5.102004528045654","-5.102004528045654","-5.102004528045654","-6.207613945007324","-6.207613945007324","-6.207613945007324","-16.482158660888672","-16.482158660888672","-16.482158660888672"
"141","-5.658324956893921","-5.658324956893921","-5.658324956893921","-6.7736921310424805","-6.7736921310424805","-6.7736921310424805","76.27992248535156","76.27992248535156","76.27992248535156"
"143","-3.6808847188949585","-3.6808847188949585","-3.6808847188949585","-4.545478820800781","-4.545478820800781","-4.545478820800781","-83.07588958740234","-83.07588958740234","-83.07588958740234"
"146","-3.3203365802764893","-3.3203365802764893","-3.3203365802764893","-5.151855945587158","-5.151855945587158","-5.151855945587158","34.631805419921875","34.631805419921875","34.631805419921875"
"150","-3.8734593093395233","-3.8734593093395233","-3.8734593093395233","-4.341209411621094","-4.341209411621094","-4.341209411621094","16.39093017578125","16.39093017578125","16.39093017578125"
"152","3.6926286220550537","3.6926286220550537","3.6926286220550537","-1.3342628479003906","-1.3342628479003906","-1.3342628479003906","-79.29644775390625","-79.29644775390625","-79.29644775390625"
"153","-7.273963689804077","-7.273963689804077","-7.273963689804077","-8.271583557128906","-8.271583557128906","-8.271583557128906","-5.675400733947754","-5.675400733947754","-5.675400733947754"
"155","-1.8349134922027588","-1.8349134922027588","-1.8349134922027588","-3.7768020629882812","-3.7768020629882812","-3.7768020629882812","33.696266174316406","33.696266174316406","33.696266174316406"
"156","-5.3167150020599365","-5.3167150020599365","-5.3167150020599365","-5.4242472648620605","-5.4242472648620605","-5.4242472648620605","9.901609420776367","9.901609420776367","9.901609420776367"
"159","-5.6027421951293945","-5.6027421951293945","-5.6027421951293945","-5.892486572265625","-5.892486572265625","-5.892486572265625","97.2794418334961","97.2794418334961","97.2794418334961"
"162","-3.761115550994873","-3.761115550994873","-3.761115550994873","-4.819784641265869","-4.819784641265869","-4.819784641265869","85.810791015625","85.810791015625","85.810791015625"
"167","-4.0618926882743835","-4.0618926882743835","-4.0618926882743835","-4.718641757965088","-4.718641757965088","-4.718641757965088","42.12874984741211","42.12874984741211","42.12874984741211"
"170","-6.152411341667175","-6.152411341667175","-6.152411341667175","-6.801061630249023","-6.801061630249023","-6.801061630249023","33.32820129394531","33.32820129394531","33.32820129394531"
"172","-4.439528286457062","-4.439528286457062","-4.439528286457062","-5.235201358795166","-5.235201358795166","-5.235201358795166","-28.160429000854492","-28.160429000854492","-28.160429000854492"
"174","-7.330564737319946","-7.330564737319946","-7.330564737319946","-8.013363361358643","-8.013363361358643","-8.013363361358643","25.8447322845459","25.8447322845459","25.8447322845459"
"175","-5.884349226951599","-5.884349226951599","-5.884349226951599","-6.696999549865723","-6.696999549865723","-6.696999549865723","35.60631561279297","35.60631561279297","35.60631561279297"
"176","-1.840564489364624","-1.840564489364624","-1.840564489364624","-3.495278835296631","-3.495278835296631","-3.495278835296631","39.57396697998047","39.57396697998047","39.57396697998047"
"178","-2.59838330745697","-2.59838330745697","-2.59838330745697","-3.874709129333496","-3.874709129333496","-3.874709129333496","-15.995113372802734","-15.995113372802734","-15.995113372802734"
"179","-5.962342739105225","-5.962342739105225","-5.962342739105225","-6.757686614990234","-6.757686614990234","-6.757686614990234","-31.935577392578125","-31.935577392578125","-31.935577392578125"
"180","-4.707709789276123","-4.707709789276123","-4.707709789276123","-5.563218593597412","-5.563218593597412","-5.563218593597412","-8.56694221496582","-8.56694221496582","-8.56694221496582"
"182","-3.992630362510681","-3.992630362510681","-3.992630362510681","-4.791055679321289","-4.791055679321289","-4.791055679321289","0.32748907804489136","0.32748907804489136","0.32748907804489136"
"185","-1.5518434047698975","-1.5518434047698975","-1.5518434047698975","-3.21527099609375","-3.21527099609375","-3.21527099609375","106.12425231933594","106.12425231933594","106.12425231933594"
"186","0.007868528366088867","0.007868528366088867","0.007868528366088867","-1.5909004211425781","-1.5909004211425781","-1.5909004211425781","-14.737131118774414","-14.737131118774414","-14.737131118774414"
"187","-2.4724265336990356","-2.4724265336990356","-2.4724265336990356","-3.4868669509887695","-3.4868669509887695","-3.4868669509887695","10.780555725097656","10.780555725097656","10.780555725097656"
"191","0.6436529159545898","0.6436529159545898","0.6436529159545898","-0.9229049682617188","-0.9229049682617188","-0.9229049682617188","85.36856079101562","85.36856079101562","85.36856079101562"
"193","-3.6167539954185486","-3.6167539954185486","-3.6167539954185486","-4.388668060302734","-4.388668060302734","-4.388668060302734","13.949150085449219","13.949150085449219","13.949150085449219"
"196","-5.6855268478393555","-5.6855268478393555","-5.6855268478393555","-6.541337013244629","-6.541337013244629","-6.541337013244629","-2.07724666595459","-2.07724666595459","-2.07724666595459"
"197","-0.3091256618499756","-0.3091256618499756","-0.3091256618499756","-1.8679485321044922","-1.8679485321044922","-1.8679485321044922","-1.9308092594146729","-1.9308092594146729","-1.9308092594146729"
"198","-4.035778045654297","-4.035778045654297","-4.035778045654297","-4.375885009765625","-4.375885009765625","-4.375885009765625","-22.595596313476562","-22.595596313476562","-22.595596313476562"
"200","-4.014944672584534","-4.014944672584534","-4.014944672584534","-4.553658485412598","-4.553658485412598","-4.553658485412598","10.458669662475586","10.458669662475586","10.458669662475586"
"202","-6.223909854888916","-6.223909854888916","-6.223909854888916","-6.647356033325195","-6.647356033325195","-6.647356033325195","81.7698974609375","81.7698974609375","81.7698974609375"
"204","-1.6049072742462158","-1.6049072742462158","-1.6049072742462158","-2.8569878935813904","-2.8569878935813904","-2.8569878935813904","8.15389633178711","8.15389633178711","8.15389633178711"
"205","-2.3068862557411194","-2.3068862557411194","-2.3068862557411194","-2.704990029335022","-2.704990029335022","-2.704990029335022","26.67772674560547","26.67772674560547","26.67772674560547"
"206","-3.8380528688430786","-3.8380528688430786","-3.8380528688430786","-4.157283782958984","-4.157283782958984","-4.157283782958984","-27.291027069091797","-27.291027069091797","-27.291027069091797"
"207","-4.746503472328186","-4.746503472328186","-4.746503472328186","-5.104600429534912","-5.104600429534912","-5.104600429534912","17.497398376464844","17.497398376464844","17.497398376464844"
"209","-1.2422643899917603","-1.2422643899917603","-1.2422643899917603","-3.236875534057617","-3.236875534057617","-3.236875534057617","-64.81890106201172","-64.81890106201172","-64.81890106201172"
"210","-2.371027886867523","-2.371027886867523","-2.371027886867523","-3.2774085998535156","-3.2774085998535156","-3.2774085998535156","80.65396881103516","80.65396881103516","80.65396881103516"
"211","-1.9293136596679688","-1.9293136596679688","-1.9293136596679688","-2.2413063049316406","-2.2413063049316406","-2.2413063049316406","118.28709411621094","118.28709411621094","118.28709411621094"
"214","-2.0970577001571655","-2.0970577001571655","-2.0970577001571655","-2.578723907470703","-2.578723907470703","-2.578723907470703","-7.273863792419434","-7.273863792419434","-7.273863792419434"
"215","-3.0923879742622375","-3.0923879742622375","-3.0923879742622375","-3.7607803344726562","-3.7607803344726562","-3.7607803344726562","-81.74021911621094","-81.74021911621094","-81.74021911621094"
"216","-2.0160855650901794","-2.0160855650901794","-2.0160855650901794","-2.9957199096679688","-2.9957199096679688","-2.9957199096679688","57.945518493652344","57.945518493652344","57.945518493652344"
"217","-3.4059208035469055","-3.4059208035469055","-3.4059208035469055","-3.506585121154785","-3.506585121154785","-3.506585121154785","35.348228454589844","35.348228454589844","35.348228454589844"
"218","-3.1237382888793945","-3.1237382888793945","-3.1237382888793945","-3.8012242317199707","-3.8012242317199707","-3.8012242317199707","-6.974611759185791","-6.974611759185791","-6.974611759185791"
"219","-1.9741133451461792","-1.9741133451461792","-1.9741133451461792","-2.558588981628418","-2.558588981628418","-2.558588981628418","69.80005645751953","69.80005645751953","69.80005645751953"
"220","-3.431624114513397","-3.431624114513397","-3.431624114513397","-4.0833210945129395","-4.0833210945129395","-4.0833210945129395","31.798439025878906","31.798439025878906","31.798439025878906"
"221","-2.608593702316284","-2.608593702316284","-2.608593702316284","-2.9699878692626953","-2.9699878692626953","-2.9699878692626953","-23.45354461669922","-23.45354461669922","-23.45354461669922"
"222","-2.1087276935577393","-2.1087276935577393","-2.1087276935577393","-2.9009227752685547","-2.9009227752685547","-2.9009227752685547","8.342619895935059","8.342619895935059","8.342619895935059"
"223","-2.2431050539016724","-2.2431050539016724","-2.2431050539016724","-2.43586116284132","-2.43586116284132","-2.43586116284132","14.491581916809082","14.491581916809082","14.491581916809082"
"224","-3.460331082344055","-3.460331082344055","-3.460331082344055","-3.9388771057128906","-3.9388771057128906","-3.9388771057128906","52.846473693847656","52.846473693847656","52.846473693847656"
"226","-1.5603159666061401","-1.5603159666061401","-1.5603159666061401","-1.7752294540405273","-1.7752294540405273","-1.7752294540405273","-23.550655364990234","-23.550655364990234","-23.550655364990234"
"227","-0.18738985061645508","-0.18738985061645508","-0.18738985061645508","-1.1069154739379883","-1.1069154739379883","-1.1069154739379883","22.617921829223633","22.617921829223633","22.617921829223633"
"228","-1.742256999015808","-1.742256999015808","-1.742256999015808","-2.571470260620117","-2.571470260620117","-2.571470260620117","27.38178253173828","27.38178253173828","27.38178253173828"
"229","-4.310872435569763","-4.310872435569763","-4.310872435569763","-4.500197887420654","-4.500197887420654","-4.500197887420654","12.123745918273926","12.123745918273926","12.123745918273926"
"230","-2.2613691091537476","-2.2613691091537476","-2.2613691091537476","-3.060006260871887","-3.060006260871887","-3.060006260871887","60.48320007324219","60.48320007324219","60.48320007324219"
"231","-0.8444491624832153","-0.8444491624832153","-0.8444491624832153","-1.0992317199707031","-1.0992317199707031","-1.0992317199707031","91.27842712402344","91.27842712402344","91.27842712402344"
"232","-1.6021835207939148","-1.6021835207939148","-1.6021835207939148","-2.360095977783203","-2.360095977783203","-2.360095977783203","-65.7471923828125","-65.7471923828125","-65.7471923828125"
"236","-2.726174473762512","-2.726174473762512","-2.726174473762512","-2.8519015312194824","-2.8519015312194824","-2.8519015312194824","26.841978073120117","26.841978073120117","26.841978073120117"
"237","-0.7967292070388794","-0.7967292070388794","-0.7967292070388794","-1.8015861511230469","-1.8015861511230469","-1.8015861511230469","-16.218042373657227","-16.218042373657227","-16.218042373657227"
"239","-1.902920350432396","-1.902920350432396","-1.902920350432396","-2.1479063034057617","-2.1479063034057617","-2.1479063034057617","10.323484420776367","10.323484420776367","10.323484420776367"
"240","-1.6759381294250488","-1.6759381294250488","-1.6759381294250488","-1.909048318862915","-1.909048318862915","-1.909048318862915","-2.3561925888061523","-2.3561925888061523","-2.3561925888061523"
"241","-1.8023681044578552","-1.8023681044578552","-1.8023681044578552","-2.263768792152405","-2.263768792152405","-2.263768792152405","15.083971977233887","15.083971977233887","15.083971977233887"
"242","-2.6047743558883667","-2.6047743558883667","-2.6047743558883667","-2.9020862579345703","-2.9020862579345703","-2.9020862579345703","-9.697084426879883","-9.697084426879883","-9.697084426879883"
"248","0.20760822296142578","0.20760822296142578","0.20760822296142578","-1.329157829284668","-1.329157829284668","-1.329157829284668","-5.73096227645874","-5.73096227645874","-5.73096227645874"
"252","-1.3337337970733643","-1.3337337970733643","-1.3337337970733643","-1.824554443359375","-1.824554443359375","-1.824554443359375","5.1769819259643555","5.1769819259643555","5.1769819259643555"
"253","-2.162142366170883","-2.162142366170883","-2.162142366170883","-2.346896708011627","-2.346896708011627","-2.346896708011627","-18.672164916992188","-18.672164916992188","-18.672164916992188"
"254","-1.5531904697418213","-1.5531904697418213","-1.5531904697418213","-2.035024642944336","-2.035024642944336","-2.035024642944336","-5.243983268737793","-5.243983268737793","-5.243983268737793"
"255","-2.032363712787628","-2.032363712787628","-2.032363712787628","-2.1968932151794434","-2.1968932151794434","-2.1968932151794434","12.708646774291992","12.708646774291992","12.708646774291992"
"257","-2.296628564596176","-2.296628564596176","-2.296628564596176","-2.5404396057128906","-2.5404396057128906","-2.5404396057128906","-17.21240234375","-17.21240234375","-17.21240234375"
"258","1.2176772356033325","1.2176772356033325","1.2176772356033325","0.4700056314468384","0.4700056314468384","0.4700056314468384","40.57856750488281","40.57856750488281","40.57856750488281"
"261","-2.223885476589203","-2.223885476589203","-2.223885476589203","-2.6306779384613037","-2.6306779384613037","-2.6306779384613037","-2.927391767501831","-2.927391767501831","-2.927391767501831"
"262","-1.844803512096405","-1.844803512096405","-1.844803512096405","-2.016164541244507","-2.016164541244507","-2.016164541244507","-4.049755096435547","-4.049755096435547","-4.049755096435547"
"263","-1.7695636749267578","-1.7695636749267578","-1.7695636749267578","-2.0083155632019043","-2.0083155632019043","-2.0083155632019043","33.65983963012695","33.65983963012695","33.65983963012695"
"266","-0.9739776849746704","-0.9739776849746704","-0.9739776849746704","-1.3316564559936523","-1.3316564559936523","-1.3316564559936523","2.8553435802459717","2.8553435802459717","2.8553435802459717"
"267","-2.1674780547618866","-2.1674780547618866","-2.1674780547618866","-2.663630723953247","-2.663630723953247","-2.663630723953247","43.47777557373047","43.47777557373047","43.47777557373047"
"270","-2.056760609149933","-2.056760609149933","-2.056760609149933","-2.635092258453369","-2.635092258453369","-2.635092258453369","-25.838851928710938","-25.838851928710938","-25.838851928710938"
"272","-1.2110706567764282","-1.2110706567764282","-1.2110706567764282","-1.5886011123657227","-1.5886011123657227","-1.5886011123657227","35.345703125","35.345703125","35.345703125"
"273","-1.3511901497840881","-1.3511901497840881","-1.3511901497840881","-1.8025093078613281","-1.8025093078613281","-1.8025093078613281","-14.824699401855469","-14.824699401855469","-14.824699401855469"
"277","-2.455941155552864","-2.455941155552864","-2.455941155552864","-2.515552520751953","-2.515552520751953","-2.515552520751953","-28.623172760009766","-28.623172760009766","-28.623172760009766"
"278","-0.2839772701263428","-0.2839772701263428","-0.2839772701263428","-1.006901741027832","-1.006901741027832","-1.006901741027832","27.549053192138672","27.549053192138672","27.549053192138672"
"280","-0.6241954565048218","-0.6241954565048218","-0.6241954565048218","-1.4718656539916992","-1.4718656539916992","-1.4718656539916992","-34.42168426513672","-34.42168426513672","-34.42168426513672"
"284","-1.8744087219238281","-1.8744087219238281","-1.8744087219238281","-1.9666547775268555","-1.9666547775268555","-1.9666547775268555","-14.489991188049316","-14.489991188049316","-14.489991188049316"
"285","-2.0476629734039307","-2.0476629734039307","-2.0476629734039307","-2.230332612991333","-2.230332612991333","-2.230332612991333","8.313377380371094","8.313377380371094","8.313377380371094"
"286","-2.020793318748474","-2.020793318748474","-2.020793318748474","-2.188228487968445","-2.188228487968445","-2.188228487968445","-1.4977290630340576","-1.4977290630340576","-1.4977290630340576"
"292","-1.5186047554016113","-1.5186047554016113","-1.5186047554016113","-2.350804328918457","-2.350804328918457","-2.350804328918457","37.77228546142578","37.77228546142578","37.77228546142578"
"293","-2.2347101867198944","-2.2347101867198944","-2.2347101867198944","-2.4815826416015625","-2.4815826416015625","-2.4815826416015625","44.679264068603516","44.679264068603516","44.679264068603516"
